,fabricante,modelo,ano,combustivel,hp,cilindros,tipo_transmissao,tracao,num_portas,categoria,tamanho,estilo,km_por_l_estrada,km_por_l_cidade,popularidade,preco_venda,label
35,Mercedes-Benz,190-Class,1991,gasolina comum,130.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,compacto,Sedan,26,18,617,2000,Mercedes-Benz 190-Class
36,Mercedes-Benz,190-Class,1991,gasolina comum,158.0,6.0,MANUAL,tracao_traseira,4.0,Luxo,compacto,Sedan,25,17,617,2000,Mercedes-Benz 190-Class
37,Mercedes-Benz,190-Class,1992,gasolina comum,158.0,6.0,MANUAL,tracao_traseira,4.0,Luxo,compacto,Sedan,25,17,617,2000,Mercedes-Benz 190-Class
38,Mercedes-Benz,190-Class,1992,gasolina comum,130.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,compacto,Sedan,26,18,617,2000,Mercedes-Benz 190-Class
39,Mercedes-Benz,190-Class,1993,gasolina comum,130.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,compacto,Sedan,26,18,617,2000,Mercedes-Benz 190-Class
40,Mercedes-Benz,190-Class,1993,gasolina comum,158.0,6.0,MANUAL,tracao_traseira,4.0,Luxo,compacto,Sedan,25,17,617,2000,Mercedes-Benz 190-Class
41,BMW,2 Series,2016,gasolina premium,240.0,4.0,AUTOMATICO,tracao_traseira,2.0,"Luxo,Performance",compacto,Cupê,35,23,3916,32850,BMW 2 Series
42,BMW,2 Series,2016,gasolina premium,240.0,4.0,AUTOMATICO,tracao_traseira,2.0,Luxo,compacto,Conversível,34,23,3916,38650,BMW 2 Series
43,BMW,2 Series,2016,gasolina premium,320.0,6.0,AUTOMATICO,tracao_traseira,2.0,"Audio de Fabrica,Luxo,Alta-Performance",compacto,Conversível,31,20,3916,48750,BMW 2 Series
44,BMW,2 Series,2016,gasolina premium,240.0,4.0,AUTOMATICO,quatro_por_quatro AWD,2.0,"Luxo,Performance",compacto,Cupê,35,23,3916,34850,BMW 2 Series
45,BMW,2 Series,2016,gasolina premium,240.0,4.0,AUTOMATICO,quatro_por_quatro AWD,2.0,Luxo,compacto,Conversível,34,22,3916,40650,BMW 2 Series
46,BMW,2 Series,2016,gasolina premium,320.0,6.0,AUTOMATICO,tracao_traseira,2.0,"Audio de Fabrica,Luxo,Alta-Performance",compacto,Cupê,31,20,3916,44150,BMW 2 Series
47,BMW,2 Series,2016,gasolina premium,240.0,4.0,MANUAL,tracao_traseira,2.0,"Luxo,Performance",compacto,Cupê,34,22,3916,32850,BMW 2 Series
48,BMW,2 Series,2016,gasolina premium,320.0,6.0,AUTOMATICO,quatro_por_quatro AWD,2.0,"Audio de Fabrica,Luxo,Alta-Performance",compacto,Cupê,30,20,3916,46150,BMW 2 Series
49,BMW,2 Series,2016,gasolina premium,320.0,6.0,AUTOMATICO,tracao_traseira,2.0,"Audio de Fabrica,Luxo,Alta-Performance",compacto,Conversível,30,20,3916,50750,BMW 2 Series
50,BMW,2 Series,2017,gasolina aditivada,335.0,6.0,AUTOMATICO,quatro_por_quatro AWD,2.0,"Audio de Fabrica,Luxo,Alta-Performance",compacto,Cupê,31,21,3916,46450,BMW 2 Series
51,BMW,2 Series,2017,gasolina aditivada,335.0,6.0,AUTOMATICO,tracao_traseira,2.0,"Audio de Fabrica,Luxo,Alta-Performance",compacto,Conversível,32,21,3916,49050,BMW 2 Series
52,BMW,2 Series,2017,gasolina aditivada,335.0,6.0,AUTOMATICO,quatro_por_quatro AWD,2.0,"Audio de Fabrica,Luxo,Alta-Performance",compacto,Conversível,32,21,3916,51050,BMW 2 Series
53,BMW,2 Series,2017,gasolina aditivada,335.0,6.0,AUTOMATICO,tracao_traseira,2.0,"Audio de Fabrica,Luxo,Alta-Performance",compacto,Cupê,32,21,3916,44450,BMW 2 Series
54,BMW,2 Series,2017,gasolina aditivada,248.0,4.0,AUTOMATICO,tracao_traseira,2.0,"Luxo,Performance",compacto,Conversível,34,23,3916,38950,BMW 2 Series
55,BMW,2 Series,2017,gasolina aditivada,248.0,4.0,AUTOMATICO,tracao_traseira,2.0,"Luxo,Performance",compacto,Cupê,35,24,3916,33150,BMW 2 Series
56,BMW,2 Series,2017,gasolina aditivada,248.0,4.0,AUTOMATICO,quatro_por_quatro AWD,2.0,"Luxo,Performance",compacto,Cupê,33,24,3916,35150,BMW 2 Series
57,BMW,2 Series,2017,gasolina aditivada,248.0,4.0,AUTOMATICO,quatro_por_quatro AWD,2.0,Luxo,compacto,Conversível,33,23,3916,40950,BMW 2 Series
58,Audi,200,1990,gasolina comum,162.0,5.0,AUTOMATICO,tracao_dianteira,4.0,Luxo,regular,Sedan,20,16,3105,2000,Audi 200
59,Audi,200,1990,gasolina comum,162.0,5.0,MANUAL,quatro_por_quatro AWD,4.0,Luxo,regular,Wagon,22,15,3105,2000,Audi 200
60,Audi,200,1990,gasolina comum,162.0,5.0,MANUAL,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,23,15,3105,2000,Audi 200
61,Audi,200,1991,gasolina comum,217.0,5.0,MANUAL,quatro_por_quatro AWD,4.0,"Luxo,Performance",regular,Sedan,22,16,3105,2000,Audi 200
62,Audi,200,1991,gasolina comum,217.0,5.0,MANUAL,quatro_por_quatro AWD,4.0,"Luxo,Performance",regular,Wagon,22,16,3105,2000,Audi 200
63,Audi,200,1991,gasolina comum,162.0,5.0,AUTOMATICO,tracao_dianteira,4.0,Luxo,regular,Sedan,20,16,3105,2000,Audi 200
64,Chrysler,200,2015,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,25170,Chrysler 200
65,Chrysler,200,2015,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,23950,Chrysler 200
66,Chrysler,200,2015,flex,295.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Flex,Performance",regular,Sedan,29,18,1013,29370,Chrysler 200
67,Chrysler,200,2015,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,21995,Chrysler 200
68,Chrysler,200,2015,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,"Flex,Performance",regular,Sedan,36,23,1013,26625,Chrysler 200
69,Chrysler,200,2015,flex,295.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Flex,Performance",regular,Sedan,29,18,1013,30825,Chrysler 200
70,Chrysler,200,2016,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,21995,Chrysler 200
71,Chrysler,200,2016,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,27795,Chrysler 200
72,Chrysler,200,2016,flex,295.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Flex,Performance",regular,Sedan,29,18,1013,31785,Chrysler 200
73,Chrysler,200,2016,flex,295.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Flex,Performance",regular,Sedan,29,18,1013,29905,Chrysler 200
74,Chrysler,200,2016,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,22490,Chrysler 200
75,Chrysler,200,2016,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,27570,Chrysler 200
76,Chrysler,200,2016,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,25690,Chrysler 200
77,Chrysler,200,2016,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,24490,Chrysler 200
78,Chrysler,200,2017,flex,295.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Flex,Performance",regular,Sedan,28,18,1013,29905,Chrysler 200
79,Chrysler,200,2017,flex,295.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Flex,Performance",regular,Sedan,28,18,1013,31785,Chrysler 200
80,Chrysler,200,2017,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,26685,Chrysler 200
81,Chrysler,200,2017,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,22490,Chrysler 200
82,Chrysler,200,2017,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,25690,Chrysler 200
83,Chrysler,200,2017,flex,295.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Flex,Performance",regular,Sedan,28,18,1013,30900,Chrysler 200
84,Chrysler,200,2017,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,27795,Chrysler 200
85,Chrysler,200,2017,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,21995,Chrysler 200
86,Chrysler,200,2017,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,24490,Chrysler 200
87,Nissan,200SX,1996,gasolina comum,115.0,4.0,MANUAL,tracao_dianteira,2.0,INDEFINIDO,compacto,Cupê,36,26,2009,2000,Nissan 200SX
88,Nissan,200SX,1996,gasolina comum,115.0,4.0,MANUAL,tracao_dianteira,2.0,INDEFINIDO,compacto,Cupê,36,26,2009,2000,Nissan 200SX
89,Nissan,200SX,1996,gasolina comum,140.0,4.0,MANUAL,tracao_dianteira,2.0,Performance,compacto,Cupê,29,21,2009,2000,Nissan 200SX
90,Nissan,200SX,1997,gasolina comum,140.0,4.0,MANUAL,tracao_dianteira,2.0,Performance,compacto,Cupê,29,21,2009,2000,Nissan 200SX
91,Nissan,200SX,1997,gasolina comum,115.0,4.0,MANUAL,tracao_dianteira,2.0,INDEFINIDO,compacto,Cupê,35,25,2009,2000,Nissan 200SX
92,Nissan,200SX,1997,gasolina comum,115.0,4.0,MANUAL,tracao_dianteira,2.0,INDEFINIDO,compacto,Cupê,35,25,2009,2000,Nissan 200SX
93,Nissan,200SX,1998,gasolina comum,115.0,4.0,MANUAL,tracao_dianteira,2.0,INDEFINIDO,compacto,Cupê,35,25,2009,2000,Nissan 200SX
94,Nissan,200SX,1998,gasolina comum,115.0,4.0,MANUAL,tracao_dianteira,2.0,INDEFINIDO,compacto,Cupê,35,25,2009,2000,Nissan 200SX
95,Nissan,200SX,1998,gasolina comum,140.0,4.0,MANUAL,tracao_dianteira,2.0,Performance,compacto,Cupê,28,20,2009,2073,Nissan 200SX
96,Nissan,240SX,1996,gasolina comum,155.0,4.0,MANUAL,tracao_traseira,2.0,Performance,compacto,Cupê,26,19,2009,3713,Nissan 240SX
97,Nissan,240SX,1996,gasolina comum,155.0,4.0,MANUAL,tracao_traseira,2.0,Performance,compacto,Cupê,26,19,2009,3520,Nissan 240SX
98,Nissan,240SX,1997,gasolina comum,155.0,4.0,MANUAL,tracao_traseira,2.0,Performance,compacto,Cupê,26,19,2009,3910,Nissan 240SX
99,Nissan,240SX,1997,gasolina comum,155.0,4.0,MANUAL,tracao_traseira,2.0,Performance,compacto,Cupê,26,19,2009,4182,Nissan 240SX
100,Nissan,240SX,1997,gasolina comum,155.0,4.0,MANUAL,tracao_traseira,2.0,Performance,compacto,Cupê,26,19,2009,4107,Nissan 240SX
101,Nissan,240SX,1998,gasolina comum,155.0,4.0,MANUAL,tracao_traseira,2.0,Performance,compacto,Cupê,25,20,2009,4299,Nissan 240SX
102,Nissan,240SX,1998,gasolina comum,155.0,4.0,MANUAL,tracao_traseira,2.0,Performance,compacto,Cupê,25,20,2009,4693,Nissan 240SX
103,Nissan,240SX,1998,gasolina comum,155.0,4.0,MANUAL,tracao_traseira,2.0,Performance,compacto,Cupê,25,20,2009,4107,Nissan 240SX
104,Volvo,240,1991,gasolina comum,114.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,regular,Wagon,26,19,870,2000,Volvo 240
105,Volvo,240,1991,gasolina comum,114.0,4.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Wagon,23,18,870,2000,Volvo 240
106,Volvo,240,1991,gasolina comum,114.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,regular,Sedan,26,19,870,2000,Volvo 240
107,Volvo,240,1992,gasolina comum,114.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,regular,Sedan,26,19,870,2000,Volvo 240
108,Volvo,240,1992,gasolina comum,114.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,regular,Wagon,26,19,870,2000,Volvo 240
109,Volvo,240,1992,gasolina comum,114.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,regular,Sedan,26,19,870,2000,Volvo 240
110,Volvo,240,1993,gasolina comum,114.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,regular,Sedan,26,19,870,2000,Volvo 240
111,Volvo,240,1993,gasolina comum,114.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,regular,Wagon,25,18,870,2000,Volvo 240
112,Mazda,2,2012,gasolina comum,100.0,4.0,MANUAL,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,35,29,586,16020,Mazda 2
113,Mazda,2,2012,gasolina comum,100.0,4.0,MANUAL,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,35,29,586,14530,Mazda 2
114,Mazda,2,2012,gasolina comum,100.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,34,28,586,16860,Mazda 2
115,Mazda,2,2012,gasolina comum,100.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,34,28,586,15370,Mazda 2
116,Mazda,2,2013,gasolina comum,100.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,34,28,586,17050,Mazda 2
117,Mazda,2,2013,gasolina comum,100.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,34,28,586,15560,Mazda 2
118,Mazda,2,2013,gasolina comum,100.0,4.0,MANUAL,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,35,29,586,16210,Mazda 2
119,Mazda,2,2013,gasolina comum,100.0,4.0,MANUAL,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,35,29,586,14720,Mazda 2
120,Mazda,2,2014,gasolina comum,100.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,34,28,586,17050,Mazda 2
121,Mazda,2,2014,gasolina comum,100.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,34,28,586,15560,Mazda 2
122,Mazda,2,2014,gasolina comum,100.0,4.0,MANUAL,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,35,29,586,16210,Mazda 2
123,Mazda,2,2014,gasolina comum,100.0,4.0,MANUAL,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,35,29,586,14720,Mazda 2
124,BMW,3 Series Gran Turismo,2015,gasolina premium,300.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Hatch,Luxo,Performance",regular,4dr Hatchback,30,20,3916,47250,BMW 3 Series Gran Turismo
125,BMW,3 Series Gran Turismo,2015,gasolina premium,240.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Hatch,Luxo",regular,4dr Hatchback,33,22,3916,41850,BMW 3 Series Gran Turismo
126,BMW,3 Series Gran Turismo,2015,gasolina premium,240.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Hatch,Luxo",regular,4dr Hatchback,33,22,3916,41850,BMW 3 Series Gran Turismo
127,BMW,3 Series Gran Turismo,2016,gasolina premium,240.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Hatch,Luxo",regular,4dr Hatchback,34,22,3916,43000,BMW 3 Series Gran Turismo
128,BMW,3 Series Gran Turismo,2016,gasolina premium,300.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Hatch,Luxo,Performance",regular,4dr Hatchback,30,20,3916,49200,BMW 3 Series Gran Turismo
129,BMW,3 Series Gran Turismo,2017,gasolina premium,320.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Hatch,Luxo,Performance",regular,4dr Hatchback,30,20,3916,49650,BMW 3 Series Gran Turismo
130,BMW,3 Series Gran Turismo,2017,gasolina premium,248.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Hatch,Luxo",regular,4dr Hatchback,33,23,3916,43950,BMW 3 Series Gran Turismo
131,BMW,3 Series,2015,gasolina premium,241.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Wagon,33,22,3916,41950,BMW 3 Series
132,BMW,3 Series,2015,gasolina premium,335.0,6.0,AUTOMATICO,tracao_traseira,4.0,"Luxo,Alta-Performance,Hibrido",regular,Sedan,33,25,3916,50150,BMW 3 Series
133,BMW,3 Series,2015,gasolina premium,240.0,4.0,AUTOMATICO,tracao_traseira,4.0,"Luxo,Performance",regular,Sedan,35,23,3916,37500,BMW 3 Series
134,BMW,3 Series,2015,gasolina premium,300.0,6.0,AUTOMATICO,tracao_traseira,4.0,"Luxo,Alta-Performance",regular,Sedan,32,21,3916,43750,BMW 3 Series
135,BMW,3 Series,2015,diesel,180.0,4.0,AUTOMATICO,tracao_traseira,4.0,"Diesel,Luxo",regular,Sedan,45,32,3916,39000,BMW 3 Series
136,BMW,3 Series,2015,gasolina premium,240.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,33,22,3916,39500,BMW 3 Series
137,BMW,3 Series,2015,gasolina premium,240.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,33,22,3916,39500,BMW 3 Series
138,BMW,3 Series,2015,gasolina premium,180.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,35,23,3916,34950,BMW 3 Series
139,BMW,3 Series,2015,gasolina premium,300.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Performance",regular,Sedan,30,20,3916,45750,BMW 3 Series
140,BMW,3 Series,2015,diesel,180.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",regular,Wagon,43,31,3916,43450,BMW 3 Series
141,BMW,3 Series,2015,gasolina premium,240.0,4.0,AUTOMATICO,tracao_traseira,4.0,"Luxo,Performance",regular,Sedan,35,23,3916,37500,BMW 3 Series
142,BMW,3 Series,2015,diesel,180.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",regular,Sedan,43,31,3916,41000,BMW 3 Series
143,BMW,3 Series,2015,gasolina premium,180.0,4.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Sedan,36,24,3916,32950,BMW 3 Series
144,BMW,3 Series,2016,diesel,180.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",regular,Sedan,40,30,3916,41850,BMW 3 Series
145,BMW,3 Series,2016,gasolina premium,320.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Alta-Performance",regular,Sedan,33,22,3916,47800,BMW 3 Series
146,BMW,3 Series,2016,diesel,180.0,4.0,AUTOMATICO,tracao_traseira,4.0,"Diesel,Luxo",regular,Sedan,42,32,3916,39850,BMW 3 Series
147,BMW,3 Series,2016,gasolina premium,240.0,4.0,AUTOMATICO,tracao_traseira,4.0,"Luxo,Performance",regular,Sedan,34,22,3916,38350,BMW 3 Series
148,BMW,3 Series,2016,gasolina premium,240.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,34,22,3916,40350,BMW 3 Series
149,BMW,3 Series,2016,gasolina premium,240.0,4.0,MANUAL,tracao_traseira,4.0,"Luxo,Performance",regular,Sedan,34,22,3916,38350,BMW 3 Series
150,BMW,3 Series,2016,gasolina premium,240.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Wagon,34,22,3916,42650,BMW 3 Series
151,BMW,3 Series,2016,gasolina premium,180.0,4.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Sedan,36,24,3916,33150,BMW 3 Series
152,BMW,3 Series,2016,gasolina premium,180.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,35,23,3916,35150,BMW 3 Series
153,BMW,3 Series,2016,diesel,180.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",regular,Wagon,40,30,3916,44150,BMW 3 Series
154,BMW,3 Series,2016,gasolina premium,320.0,6.0,AUTOMATICO,tracao_traseira,4.0,"Luxo,Alta-Performance",regular,Sedan,33,22,3916,45800,BMW 3 Series
155,BMW,3 Series,2017,gasolina aditivada,248.0,4.0,AUTOMATICO,tracao_traseira,4.0,"Luxo,Performance",regular,Sedan,34,23,3916,38750,BMW 3 Series
156,BMW,3 Series,2017,gasolina aditivada,180.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,34,23,3916,35450,BMW 3 Series
157,BMW,3 Series,2017,gasolina aditivada,180.0,4.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Sedan,35,23,3916,33450,BMW 3 Series
158,BMW,3 Series,2017,gasolina aditivada,248.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,33,23,3916,40750,BMW 3 Series
159,BMW,3 Series,2017,diesel,180.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",regular,Sedan,40,30,3916,42250,BMW 3 Series
160,BMW,3 Series,2017,gasolina aditivada,248.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Wagon,33,23,3916,42950,BMW 3 Series
161,BMW,3 Series,2017,diesel,180.0,4.0,AUTOMATICO,tracao_traseira,4.0,"Diesel,Luxo",regular,Sedan,42,32,3916,40250,BMW 3 Series
